image_name,true_label,yolo_prediction,cogvlm_prediction,yolo_correct,cogvlm_correct
911004001032_20240707_5.jpg,3.5,未知,3.5,False,True
911004002195_20240627_1.jpg,3.5,未知,3.5,False,True
911004001190_20240421_023815000_5.jpg,3.5,未知,192,False,False
Mist_524_4.jpg,3.5,未知,354,False,False
911004002152_20240728_3.jpg,3.5,未知,3.5,False,True
911004001033_20240629_5.jpg,3.5,6.0,3.5,False,True
Reflective_88_4.jpg,3.5,未知,4.5,False,False
911004002268_20240710_0.jpg,3.5,未知,3.5,False,True
911004001030_20240620_0.jpg,3.5,未知,"(3, 2)",False,False
911069001005_20240727_4.jpg,3.5,未知,"(3, 1)",False,False
Reflective_87_4.jpg,3.5,未知,4.5,False,False
Reflective_172_5.jpg,3.5,未知,7,False,False
Mist_506_4.jpg,4.5,2.0,2,False,False
911004002195_20240401_2.jpg,4.5,0.0,4.5,False,True
911004001032_20240420_5.jpg,4.5,未知,4.5,False,True
911004002152_20240517_0.jpg,4.5,2.0,4.5,False,True
911004002268_20240702_3.jpg,4.5,14.0,4.5,False,True
911004001200_20240419_0.jpg,4.5,未知,4.5,False,True
Mist_575_5.jpg,4.5,未知,3,False,False
911003001036_20240504_3.jpg,4.5,8.0,4,False,False
911004002311_20240510_1.jpg,4.5,未知,4.5,False,True
911004001033_20240511_6.jpg,4.5,未知,无法识别,False,False
Dark_105_2.jpg,4.5,未知,4,False,False
911004001011_20240523_5.jpg,4.5,9.0,4.5,False,True
Dark_121_5.jpg,4.5,未知,4.5,False,True
Mist_88_5.jpg,4.5,未知,3,False,False
911083002358_20240528_2.jpg,4.5,0.0,4.5,False,True
Dark_438_6.jpg,4.5,未知,无法识别,False,False
911004001055_20240527_4.jpg,4.5,未知,4.5,False,True
911079001111_20240727_2.jpg,4.5,0.0,4.5,False,True
Reflective_234_5.jpg,4.5,未知,123,False,False
911012002454_20240628_1.jpg,4.5,未知,4.5,False,True
911004001200_20240407_5.jpg,4.5,未知,4.5,False,True
OverExposure_303_3.jpg,4.5,未知,4,False,False
911004002152_20240625_0.jpg,4.5,未知,4.5,False,True
911004001060_20240528_4.jpg,4.5,6.0,4.5,False,True
OverExposure_315_4.jpg,4.5,未知,4.5,False,True
911004001030_20240623_0.jpg,4.5,未知,4.5,False,True
OverExposure_189_4.jpg,4.5,14.0,4.5,False,True
911004001011_20240514_2.jpg,4.5,未知,4.5,False,True
Dark_303_6.jpg,4.5,未知,4,False,False
911003001015_20240512_4.jpg,4.5,16.0,4.5,False,True
911004002381_20240414_4.jpg,4.5,2.0,4.5,False,True
911004001006_20240414_5.jpg,4.5,未知,8,False,False
911004002271_20240620_4.jpg,4.5,未知,4.5,False,True
911004001038_20240628_5.jpg,4.5,未知,4.5,False,True
911004001200_20240707_0.jpg,4.5,未知,4.5,False,True
911004001038_20240721_5.jpg,4.5,未知,4.5,False,True
911004001006_20240425_5.jpg,4.5,未知,5,False,False
Dark_724_5.jpg,4.5,未知,2,False,False
911003001026_20240419_5.jpg,4.5,未知,4.5,False,True
OverExposure_102_4.jpg,4.5,未知,5,False,False
911004001083_20240724_5.jpg,4.5,10.0,4.5,False,True
911003001015_20240524_4.jpg,4.5,未知,4.5,False,True
911004001032_20240528_5.jpg,4.5,未知,4,False,False
911004001022_20240625_0.jpg,4.5,未知,4.5,False,True
911046002146_20240725_4.jpg,4.5,未知,4.5,False,True
911083002358_20240613_3.jpg,4.5,未知,4.5,False,True
911004001083_20240722_5.jpg,4.5,未知,4.5,False,True
911003004003_20240608_5.jpg,4.5,未知,5,False,False
911004001083_20240627_5.jpg,4.5,10.0,4.5,False,True
Dark_168_6.jpg,4.5,未知,"(2, 4)",False,False
911003001015_20240530_4.jpg,4.5,未知,4.5,False,True
911004001006_20240531_5.jpg,4.5,未知,5,False,False
911004002372_20240524_0.jpg,4.5,未知,4.5,False,True
Mist_205_4.jpg,4.5,未知,4.5,False,True
911003001026_20240406_4.jpg,4.5,未知,4.5,False,True
911003001036_20240513_3.jpg,4.5,未知,5,False,False
911004001079_20240603_5.jpg,4.5,未知,4.5,False,True
911004001038_20240711_5.jpg,4.5,未知,"(4, 545)",False,False
911003001015_20240423_5.jpg,4.5,未知,4.5,False,True
911004002152_20240731_3.jpg,4.5,6.0,4,False,False
911004002311_20240701_4.jpg,4.5,未知,4.5,False,True
911004001055_20240512_4.jpg,4.5,14.0,4.5,False,True
911003001015_20240711_3.jpg,4.5,10.0,4.5,False,True
Dark_388_6.jpg,4.5,未知,4.5,False,True
Dark_249_5.jpg,4.5,未知,4.5,False,True
911004001038_20240715_5.jpg,4.5,未知,4.5,False,True
911003001015_20240410_5.jpg,4.5,10.0,5,False,False
911004001079_20240428_052023000_0.jpg,4.5,14.0,4.5,False,True
Mist_638_6.jpg,2.5,未知,"(5, 0)",False,False
911004002311_20240630_4.jpg,2.5,未知,2.5,False,True
911004002152_20240506_1.jpg,2.5,未知,2.5,False,True
Reflective_328_4.jpg,2.5,0.0,2.5,False,True
Dark_376_5.jpg,2.5,未知,5,False,False
Dark_258_5.jpg,2.5,未知,2.5,False,True
911004001014_20240516_0.jpg,2.5,未知,2.5,False,True
911004001038_20240428_5.jpg,2.5,未知,2.5,False,True
911004001033_20240608_6.jpg,2.5,未知,2.5,False,True
Dark_295_6.jpg,2.5,未知,6,False,False
911004002195_20240602_2.jpg,2.5,未知,2.5,False,True
911004001038_20240705_5.jpg,2.5,未知,3,False,False
Mist_470_4.jpg,2.5,未知,8,False,False
Mist_139_5.jpg,2.5,未知,2.5,False,True
911004002372_20240409_2.jpg,2.5,未知,2.5,False,True
911004001022_20240601_0.jpg,2.5,未知,2.5,False,True
911004001006_20240715_5.jpg,2.5,未知,3,False,False
Dark_477_5.jpg,2.5,未知,4.5,False,False
Dark_618_5.jpg,2.5,未知,2,False,False
911012002454_20240613_1.jpg,2.5,未知,2.5,False,True
Mist_681_6.jpg,2.5,未知,2,False,False
911004001079_20240723_0.jpg,2.5,未知,2.5,False,True
911004001006_20240606_5.jpg,2.5,未知,6,False,False
911004001011_20240512_3.jpg,2.5,未知,2.5,False,True
911003004001_20240609_4.jpg,2.5,未知,2.5,False,True
OverExposure_7_4.jpg,2.5,未知,234,False,False
Dark_144_0.jpg,2.5,未知,2,False,False
911004001060_20240501_4.jpg,2.5,未知,2.5,False,True
OverExposure_331_5.jpg,2.5,未知,2,False,False
911046002146_20240625_4.jpg,2.5,未知,2.5,False,True
911003001026_20240501_5.jpg,2.5,未知,4,False,False
911004002268_20240522_0.jpg,2.5,未知,2.5,False,True
911004001030_20240528_0.jpg,2.5,未知,2.5,False,True
911004001038_20240406_5.jpg,2.5,未知,"(3, 2)",False,False
911003001015_20240531_2.jpg,2.5,6.0,3,False,False
Dark_442_6.jpg,2.5,未知,3,False,False
911004001200_20240401_0.jpg,2.5,未知,2.5,False,True
Reflective_339_4.jpg,2.5,0.0,2.5,False,True
911004001033_20240418_5.jpg,2.5,未知,123,False,False
911004002268_20240415_4.jpg,2.5,未知,2,False,False
911004002274_20240726_0.jpg,2.5,未知,2.5,False,True
911004002268_20240610_0.jpg,2.5,未知,2.5,False,True
911004002372_20240613_3.jpg,2.5,未知,2.5,False,True
Reflective_273_5.jpg,2.5,未知,3,False,False
Dark_361_5.jpg,2.5,未知,2,False,False
911046002141_20240526_4.jpg,2.5,未知,3,False,False
911003001015_20240725_4.jpg,2.5,未知,"(2, 0)",False,False
911004001083_20240520_5.jpg,2.5,未知,无法识别,False,False
911069001005_20240409_3.jpg,8,未知,8,False,True
Reflective_376_3.jpg,8,未知,8,False,True
911004001011_20240401_4.jpg,8,6.0,8,False,True
911004001014_20240620_4.jpg,8,未知,8,False,True
Mist_88_4.jpg,8,9.0,8,False,True
911004001022_20240608_045218000_3.jpg,8,未知,8,False,True
911003004001_20240609_0.jpg,8,未知,8,False,True
911004001011_20240719_0.jpg,8,6.0,8,False,True
911004001200_20240727_0.jpg,8,6.0,8,False,True
911004002145_20240706_4.jpg,8,未知,8,False,True
911004001033_20240620_3.jpg,8,6.0,8,False,True
911004001011_20240713_4.jpg,8,6.0,8,False,True
911004001033_20240622_1.jpg,8,6.0,8,False,True
911004002381_20240629_0.jpg,8,未知,7.5,False,False
911004001014_20240428_1.jpg,8,2.0,7.5,False,False
911003001015_20240423_2.jpg,8,6.0,8,False,True
911004002145_20240620_2.jpg,8,未知,8,False,True
911004001033_20240518_1.jpg,8,未知,8,False,True
911003001036_20240422_2.jpg,8,未知,8,False,True
911046002146_20240528_0.jpg,8,2.0,8,False,True
911004001028_20240522_4.jpg,8,未知,8,False,True
911004001033_20240718_1.jpg,8,未知,8,False,True
911004002145_20240628_3.jpg,8,未知,8,False,True
911046002146_20240629_2.jpg,8,2.0,8,False,True
911004001030_20240528_2.jpg,8,未知,8,False,True
911004001050_20240414_0.jpg,8,未知,8,False,True
911083003236_20240727_2.jpg,8,0.0,8,False,True
911004001011_20240607_0.jpg,8,6.0,8,False,True
911004002145_20240701_2.jpg,8,未知,8,False,True
911004001032_20240526_3.jpg,8,未知,8,False,True
911004001022_20240602_045218000_2.jpg,8,未知,8,False,True
911004001200_20240418_4.jpg,8,6.0,"(8, 8)",False,False
Dark_408_4.jpg,8,未知,8,False,True
911004001040_20240619_3.jpg,8,未知,8,False,True
911004001033_20240727_3.jpg,8,10.0,8,False,True
Mist_491_2.jpg,8,未知,8,False,True
OverExposure_111_2.jpg,8,未知,3,False,False
911083003236_20240529_0.jpg,8,0.0,8,False,True
911004001022_20240508_1.jpg,8,未知,8,False,True
911003004001_20240601_0.jpg,8,未知,8,False,True
911004001083_20240411_3.jpg,8,未知,8,False,True
911004001055_20240527_3.jpg,8,0.0,8,False,True
911004001038_20240721_3.jpg,8,未知,8,False,True
911004001022_20240609_3.jpg,8,未知,8,False,True
Mist_397_4.jpg,8,未知,8,False,True
911003001026_20240610_5.jpg,8,未知,"(3, 0)",False,False
911003004003_20240710_1.jpg,8,未知,8,False,True
911003004003_20240616_1.jpg,8,未知,7.5,False,False
911004001055_20240709_4.jpg,8,0.0,8,False,True
Dark_172_2.jpg,8,未知,8,False,True
911004001018_20240429_3.jpg,8,未知,8,False,True
911004001083_20240530_3.jpg,8,未知,8,False,True
911004001038_20240705_4.jpg,8,未知,8,False,True
911004001011_20240730_0.jpg,8,6.0,8,False,True
911004001011_20240716_0.jpg,8,6.0,8,False,True
911003004003_20240501_4.jpg,8,未知,8,False,True
911004001032_20240523_3.jpg,8,未知,8,False,True
911004001022_20240511_0.jpg,8,未知,8,False,True
911079001111_20240709_6.jpg,8,未知,8,False,True
Dark_604_2.jpg,8,未知,8,False,True
911004002268_20240402_1.jpg,8,未知,8,False,True
911003004004_20240521_5.jpg,8,未知,8,False,True
911004001030_20240617_3.jpg,8,6.0,8,False,True
Dark_426_5.jpg,8,未知,8,False,True
911004002145_20240614_2.jpg,8,未知,8,False,True
911004001033_20240611_1.jpg,8,5.0,8,False,True
911004001011_20240621_2.jpg,8,6.0,8,False,True
911083003236_20240427_3.jpg,8,未知,8,False,True
911004001022_20240508_045218000_0.jpg,8,未知,8,False,True
Dark_376_3.jpg,8,未知,8,False,True
911004001190_20240514_5.jpg,8,未知,8,False,True
911069001012_20240401_3.jpg,8,未知,8,False,True
911003004001_20240529_2.jpg,8,未知,8,False,True
911004001028_20240423_4.jpg,8,未知,8,False,True
911004001018_20240429_0.jpg,8,6.0,8,False,True
911004001083_20240510_0.jpg,8,10.0,800,False,False
911004001038_20240402_2.jpg,8,未知,8,False,True
911004001083_20240728_0.jpg,8,未知,2,False,False
OverExposure_357_5.jpg,8,未知,8,False,True
911072001057_20240523_5.jpg,8,未知,8,False,True
911003004003_20240511_2.jpg,8,8.0,8,False,True
911004001050_20240709_5.jpg,8,未知,8,False,True
911004002148_20240608_2.jpg,8,未知,8,False,True
911004001038_20240409_2.jpg,8,未知,8,False,True
911004001028_20240702_4.jpg,8,未知,8,False,True
911004001028_20240407_3.jpg,8,未知,8,False,True
911003001026_20240513_3.jpg,8,6.0,8,False,True
911004001200_20240520_0.jpg,8,6.0,8,False,True
911004001022_20240620_0.jpg,8,未知,8,False,True
911083003236_20240508_3.jpg,8,未知,8,False,True
911046002141_20240515_4.jpg,8,未知,100,False,False
911004002145_20240629_2.jpg,8,未知,8,False,True
911004001030_20240617_4.jpg,8,未知,8,False,True
911003004004_20240506_1.jpg,8,未知,8,False,True
911004002274_20240717_4.jpg,8,未知,8,False,True
Mist_56_0.jpg,8,未知,8,False,True
911004001033_20240731_1.jpg,8,11.0,8,False,True
911083003236_20240427_4.jpg,8,未知,8,False,True
911003001015_20240701_2.jpg,8,未知,8,False,True
911004001040_20240405_2.jpg,8,6.0,8,False,True
911083003236_20240527_0.jpg,8,未知,8,False,True
911004002268_20240524_1.jpg,8,未知,8,False,True
Dark_409_4.jpg,8,未知,8,False,True
911046002146_20240612_2.jpg,8,未知,8,False,True
911004002381_20240404_0.jpg,8,未知,8,False,True
Reflective_259_5.jpg,8,未知,8,False,True
911004002145_20240423_4.jpg,8,未知,8,False,True
Reflective_340_3.jpg,8,未知,8,False,True
Dark_501_3.jpg,8,未知,8,False,True
911003004004_20240510_5.jpg,8,未知,8,False,True
911004001022_20240515_2.jpg,8,未知,8,False,True
911004002145_20240609_2.jpg,8,未知,8,False,True
911004001028_20240717_4.jpg,8,未知,8,False,True
911083003236_20240726_2.jpg,8,0.0,8,False,True
911004001011_20240415_2.jpg,8,12.0,8,False,True
911004002274_20240716_3.jpg,8,未知,8,False,True
911003001036_20240417_0.jpg,8,未知,8,False,True
911004001006_20240502_2.jpg,8,未知,8,False,True
911004002145_20240425_1.jpg,8,未知,8,False,True
911046002146_20240611_0.jpg,8,2.0,8,False,True
911004001033_20240608_1.jpg,8,6.0,8,False,True
Dark_295_3.jpg,8,未知,8,False,True
Dark_58_4.jpg,8,未知,8,False,True
911083002358_20240719_0.jpg,8,未知,8,False,True
911004001018_20240615_011541000_1.jpg,8,未知,8,False,True
Dark_790_4.jpg,8,未知,8,False,True
911003001036_20240713_1.jpg,8,未知,8,False,True
911004001022_20240513_025218000_0.jpg,8,6.0,8,False,True
911004001079_20240413_0.jpg,8,未知,8,False,True
911004001079_20240408_052023000_1.jpg,8,未知,8,False,True
Dark_33_1.jpg,8,未知,8,False,True
911004001014_20240614_2.jpg,8,未知,8,False,True
911004002274_20240601_0.jpg,8,未知,8,False,True
911004001022_20240709_045402000_4.jpg,8,6.0,8,False,True
911004002311_20240729_0.jpg,8,未知,7.5,False,False
911083003236_20240524_2.jpg,8,0.0,8,False,True
Dark_31_4.jpg,8,未知,8,False,True
911083002358_20240517_3.jpg,8,未知,8,False,True
Mist_367_3.jpg,8,未知,"(1, 8)",False,False
911003001036_20240724_2.jpg,8,未知,8,False,True
911004001011_20240706_0.jpg,8,6.0,8,False,True
Reflective_252_4.jpg,8,未知,8,False,True
911004002268_20240701_3.jpg,8,未知,8,False,True
Mist_566_3.jpg,8,6.0,8,False,True
911004002195_20240628_2.jpg,8,6.0,8,False,True
911046002141_20240618_2.jpg,8,未知,8,False,True
911046002146_20240507_0.jpg,8,未知,8,False,True
911004002268_20240528_0.jpg,8,未知,8,False,True
911004001014_20240607_2.jpg,8,未知,8,False,True
911004001038_20240405_2.jpg,8,未知,8,False,True
911004002195_20240710_2.jpg,8,未知,8,False,True
911072001057_20240624_3.jpg,8,未知,8,False,True
911004002145_20240421_0.jpg,8,未知,8,False,True
911046002141_20240607_4.jpg,8,未知,8,False,True
911004001014_20240414_3.jpg,8,未知,8,False,True
911004001083_20240722_4.jpg,8,未知,8,False,True
911083003236_20240514_2.jpg,8,未知,8,False,True
911004001022_20240515_045218000_0.jpg,8,6.0,8,False,True
911004002145_20240424_1.jpg,8,未知,8,False,True
911004001033_20240620_1.jpg,8,未知,8,False,True
911004001022_20240607_025218000_4.jpg,8,未知,8,False,True
911004001011_20240404_1.jpg,8,6.0,8,False,True
911003004003_20240502_2.jpg,8,未知,8,False,True
911004001033_20240422_3.jpg,8,未知,8,False,True
Dark_526_2.jpg,8,未知,8,False,True
911004001033_20240711_1.jpg,8,未知,8,False,True
911004001083_20240420_0.jpg,8,未知,8,False,True
911004001011_20240523_0.jpg,8,6.0,8,False,True
911004002195_20240627_2.jpg,8,未知,8,False,True
911004001033_20240406_6.jpg,8,未知,8,False,True
911004001028_20240712_5.jpg,8,未知,8,False,True
911046002146_20240719_2.jpg,8,未知,8,False,True
911069001005_20240407_3.jpg,8,未知,8,False,True
911060001018_20240706_3.jpg,8,未知,8,False,True
911004001083_20240420_3.jpg,8,未知,8,False,True
Dark_525_2.jpg,8,未知,8,False,True
911004001083_20240420_4.jpg,8,未知,8,False,True
911004002145_20240422_1.jpg,8,未知,8,False,True
911004001033_20240728_3.jpg,8,0.0,8,False,True
OverExposure_328_3.jpg,8,未知,8,False,True
Dark_526_5.jpg,8,未知,"(8, 8)",False,False
911003004003_20240724_1.jpg,8,未知,8,False,True
911004001079_20240517_4.jpg,8,6.0,7.5,False,False
Dark_790_1.jpg,8,未知,8,False,True
911004001028_20240701_4.jpg,8,未知,8,False,True
Dark_525_4.jpg,8,未知,8,False,True
Mist_726_5.jpg,8,未知,6,False,False
Dark_130_2.jpg,8,未知,8,False,True
911004001038_20240406_2.jpg,8,未知,8,False,True
911004001033_20240520_1.jpg,8,10.0,8,False,True
911004001200_20240418_1.jpg,8,0.0,8,False,True
911004001083_20240620_0.jpg,8,未知,100,False,False
911004001030_20240602_1.jpg,8,未知,8,False,True
911004001033_20240512_1.jpg,8,未知,8,False,True
911003004003_20240610_5.jpg,8,8.0,8,False,True
Dark_280_4.jpg,8,未知,3,False,False
911003004001_20240523_0.jpg,8,未知,8,False,True
911003001015_20240519_4.jpg,8,6.0,8,False,True
Dark_171_2.jpg,8,未知,8,False,True
911004001011_20240401_2.jpg,8,6.0,8,False,True
911004001200_20240730_1.jpg,8,12.0,8,False,True
911003004004_20240622_0.jpg,8,未知,8,False,True
911003004001_20240519_1.jpg,8,未知,8,False,True
911004001060_20240527_4.jpg,8,未知,800,False,False
911004002271_20240402_3.jpg,8,未知,8,False,True
911003001015_20240720_5.jpg,8,6.0,8,False,True
911004001022_20240501_045218000_0.jpg,8,未知,8,False,True
911004001011_20240508_0.jpg,8,6.0,8,False,True
911069001012_20240405_3.jpg,8,未知,8,False,True
911004001033_20240624_1.jpg,8,未知,8,False,True
911004001033_20240706_1.jpg,8,未知,8,False,True
911046002146_20240706_0.jpg,8,未知,8,False,True
911004001022_20240429_2.jpg,8,6.0,8,False,True
Dark_33_4.jpg,8,未知,8,False,True
911004001028_20240404_4.jpg,8,未知,8,False,True
911004001038_20240531_3.jpg,8,未知,8,False,True
Dark_526_3.jpg,8,未知,8,False,True
911004001190_20240514_4.jpg,8,未知,8,False,True
911004002268_20240527_0.jpg,8,未知,8,False,True
911004002268_20240516_1.jpg,8,未知,8,False,True
Dark_576_3.jpg,8,未知,8,False,True
911069001012_20240603_3.jpg,8,未知,800,False,False
911004001011_20240713_3.jpg,8,6.0,8,False,True
911003004003_20240501_2.jpg,8,未知,8,False,True
911004001032_20240627_4.jpg,8,未知,8,False,True
911004002145_20240706_2.jpg,8,未知,8,False,True
911004001011_20240613_0.jpg,8,10.0,8,False,True
911004002271_20240722_0.jpg,8,未知,8,False,True
Dark_651_4.jpg,8,未知,8,False,True
911004001018_20240612_0.jpg,8,0.0,8,False,True
911004002152_20240409_0.jpg,8,未知,8,False,True
911004002372_20240413_4.jpg,8,未知,8,False,True
911004001030_20240601_2.jpg,8,未知,8,False,True
911003004001_20240529_0.jpg,8,未知,8,False,True
Dark_754_2.jpg,8,未知,8,False,True
911004001032_20240519_3.jpg,8,未知,8,False,True
911004001083_20240407_0.jpg,8,10.0,8,False,True
911046002146_20240610_0.jpg,8,未知,8,False,True
911004001038_20240404_2.jpg,8,未知,8,False,True
Reflective_231_2.jpg,8,未知,8,False,True
911003004003_20240721_1.jpg,8,未知,8,False,True
OverExposure_166_2.jpg,8,未知,8,False,True
911004001032_20240524_3.jpg,8,未知,8,False,True
911004001011_20240719_3.jpg,8,6.0,8,False,True
911004001083_20240715_0.jpg,8,未知,300,False,False
911004002372_20240526_0.jpg,8,未知,7.5,False,False
911004002268_20240507_1.jpg,8,未知,7.5,False,False
911004001060_20240526_4.jpg,8,0.0,"(8, 0)",False,False
911004002145_20240528_2.jpg,8,未知,8,False,True
911004001028_20240503_5.jpg,8,未知,8,False,True
911004001018_20240429_5.jpg,8,未知,8,False,True
Dark_679_4.jpg,8,未知,8,False,True
911004002145_20240617_3.jpg,8,未知,8,False,True
911003001015_20240702_0.jpg,8,6.0,8,False,True
911083003236_20240611_4.jpg,8,0.0,8,False,True
Dark_217_3.jpg,8,未知,8,False,True
911004001022_20240501_045218000_3.jpg,8,未知,"(1, 8)",False,False
Dark_529_2.jpg,8,未知,8,False,True
Mist_152_6.jpg,8,未知,8,False,True
911072001057_20240515_4.jpg,8,未知,8,False,True
911004001033_20240602_1.jpg,8,未知,8,False,True
Dark_148_1.jpg,8,未知,8,False,True
911004002372_20240602_4.jpg,8,未知,8,False,True
911003004003_20240626_4.jpg,8,未知,8,False,True
911046002141_20240622_4.jpg,8,未知,8,False,True
911004002268_20240405_0.jpg,8,未知,8,False,True
911072001057_20240702_5.jpg,8,未知,8,False,True
911004001014_20240520_3.jpg,8,未知,8,False,True
911004002268_20240418_1.jpg,8,未知,8,False,True
Mist_152_1.jpg,8,6.0,8,False,True
911004002145_20240628_4.jpg,8,未知,8,False,True
911003001026_20240612_5.jpg,8,未知,8,False,True
911072001057_20240702_4.jpg,8,未知,8,False,True
Dark_748_2.jpg,8,未知,8,False,True
911003001015_20240725_0.jpg,8,6.0,8,False,True
911003001026_20240419_2.jpg,8,未知,8,False,True
911004002274_20240725_1.jpg,8,未知,7.5,False,False
911004002311_20240731_0.jpg,8,未知,8,False,True
911012002454_20240503_0.jpg,8,未知,192883,False,False
